UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Tool Wear Failure,Heat Dissipation Failure,Power Failure,Overstrain Failure,Random Failure,temp_gap,power,wear_rate,heat_stress,stress_index
6394,L53573,L,300.2,309.7,1678,30.5,142,0,0,0,0,0,0,9.5,51179.0,0.08462455303933254,289.75,4331.0
6395,M21254,M,300.2,309.7,1408,44.0,144,0,0,0,0,0,0,9.5,61952.0,0.10227272727272728,418.0,6336.0
6396,M21255,M,300.1,309.6,1376,52.1,147,0,0,0,0,0,0,9.5,71689.6,0.1068313953488372,494.95,7658.700000000001
6397,L53576,L,300.0,309.6,1526,46.4,150,0,0,0,0,0,0,9.600000000000023,70806.4,0.0982961992136304,445.440000000001,6959.999999999999
6398,M21257,M,300.0,309.6,1587,32.6,152,0,0,0,0,0,0,9.600000000000023,51736.200000000004,0.09577819785759294,312.9600000000008,4955.2
6399,L53578,L,300.1,309.7,1351,58.2,155,0,0,0,0,0,0,9.599999999999966,78628.2,0.11472982975573649,558.7199999999981,9021.0
6400,M21259,M,300.1,309.6,1501,38.0,157,0,0,0,0,0,0,9.5,57038.0,0.10459693537641572,361.0,5966.0
6401,L53580,L,300.1,309.7,1601,35.8,160,0,0,0,0,0,0,9.599999999999966,57315.799999999996,0.09993753903810118,343.67999999999876,5727.999999999999
6402,M21261,M,300.0,309.6,1573,39.7,162,0,0,0,0,0,0,9.600000000000023,62448.100000000006,0.10298792116973936,381.1200000000009,6431.400000000001
6403,M21262,M,300.1,309.6,1584,36.7,165,0,0,0,0,0,0,9.5,58132.8,0.10416666666666667,348.65000000000003,6055.500000000001
6404,L53583,L,300.1,309.6,1649,33.6,168,0,0,0,0,0,0,9.5,55406.4,0.10187992722862341,319.2,5644.8
6405,M21264,M,300.2,309.7,1183,61.4,170,0,0,0,0,0,0,9.5,72636.2,0.1437024513947591,583.3,10438.0
6406,L53585,L,300.1,309.7,2151,17.5,173,0,0,0,0,0,0,9.599999999999966,37642.5,0.0804277080427708,167.9999999999994,3027.5
6407,L53586,L,300.2,309.8,1526,45.6,175,0,0,0,0,0,0,9.600000000000023,69585.6,0.11467889908256881,437.76000000000107,7980.000000000001
6408,M21267,M,300.3,309.9,1611,29.0,177,0,0,0,0,0,0,9.599999999999966,46719.0,0.10986964618249534,278.399999999999,5133.0
6409,L53588,L,300.3,309.9,1601,31.7,180,0,0,0,0,0,0,9.599999999999966,50751.7,0.11242973141786383,304.3199999999989,5705.999999999999
6410,L53589,L,300.3,310.0,1560,40.8,182,0,0,0,0,0,0,9.699999999999989,63647.99999999999,0.11666666666666667,395.75999999999954,7425.599999999999
6411,L53590,L,300.4,310.1,1544,41.9,184,0,0,0,0,0,0,9.700000000000045,64693.6,0.11917098445595854,406.4300000000019,7709.599999999999
6412,M21271,M,300.4,310.0,1560,42.3,186,0,0,0,0,0,0,9.600000000000023,65988.0,0.11923076923076924,406.08000000000095,7867.8
6413,L53592,L,300.4,310.0,1423,44.2,189,0,0,0,0,0,0,9.600000000000023,62896.600000000006,0.13281799016163034,424.320000000001,8353.8
6414,L53593,L,300.4,310.1,1614,33.5,191,0,0,0,0,0,0,9.700000000000045,54069.0,0.11833952912019827,324.9500000000015,6398.5
6415,M21274,M,300.4,310.1,1457,35.1,193,0,0,0,0,0,0,9.700000000000045,51140.700000000004,0.13246396705559368,340.4700000000016,6774.3
6416,L53595,L,300.4,310.1,1503,42.2,196,0,0,0,0,0,0,9.700000000000045,63426.600000000006,0.13040585495675316,409.34000000000196,8271.2
6417,H35830,H,300.4,310.1,1484,38.0,198,0,0,0,0,0,0,9.700000000000045,56392.0,0.1334231805929919,368.6000000000017,7524.0
6418,L53597,L,300.3,309.9,1540,39.9,203,0,0,0,0,0,0,9.599999999999966,61446.0,0.1318181818181818,383.0399999999986,8099.699999999999
6419,H35832,H,300.3,309.9,1405,52.1,205,0,0,0,0,0,0,9.599999999999966,73200.5,0.14590747330960854,500.15999999999826,10680.5
6420,H35833,H,300.3,309.9,1394,46.7,210,1,1,0,0,0,0,9.599999999999966,65099.8,0.15064562410329985,448.31999999999846,9807.0
6421,L53600,L,300.3,309.9,1518,36.4,0,0,0,0,0,0,0,9.599999999999966,55255.2,0.0,349.43999999999875,0.0
6422,L53601,L,300.3,309.9,1527,41.4,2,0,0,0,0,0,0,9.599999999999966,63217.799999999996,0.0013097576948264572,397.4399999999986,82.8
6423,L53602,L,300.3,309.9,1377,55.3,4,0,0,0,0,0,0,9.599999999999966,76148.09999999999,0.002904865649963689,530.8799999999981,221.19999999999996
6424,M21283,M,300.3,310.0,1537,37.5,6,0,0,0,0,0,0,9.699999999999989,57637.5,0.003903708523096942,363.74999999999955,225.0
6425,M21284,M,300.3,310.0,1409,43.2,9,0,0,0,0,0,0,9.699999999999989,60868.8,0.0063875088715401,419.0399999999995,388.80000000000007
6426,L53605,L,300.3,309.9,1393,56.1,12,0,0,0,0,0,0,9.599999999999966,78147.3,0.008614501076812634,538.5599999999981,673.2
6427,L53606,L,300.2,309.7,1448,36.8,14,0,0,0,0,0,0,9.5,53286.399999999994,0.009668508287292817,349.59999999999997,515.1999999999999
6428,L53607,L,300.2,309.8,1418,49.3,16,0,0,0,0,0,0,9.600000000000023,69907.4,0.011283497884344146,473.2800000000011,788.8
6429,M21288,M,300.2,309.8,1743,24.1,18,0,0,0,0,0,0,9.600000000000023,42006.3,0.010327022375215147,231.36000000000055,433.80000000000007
6430,M21289,M,300.2,309.8,1394,47.4,21,0,0,0,0,0,0,9.600000000000023,66075.59999999999,0.015064562410329985,455.04000000000104,995.3999999999999
6431,L53610,L,300.3,309.8,1523,39.2,24,0,0,0,0,0,0,9.5,59701.600000000006,0.015758371634931056,372.40000000000003,940.8000000000001
6432,L53611,L,300.2,309.8,1353,59.4,26,0,0,0,0,0,0,9.600000000000023,80368.2,0.019216555801921657,570.2400000000014,1544.4
6433,M21292,M,300.3,309.9,1447,46.5,28,0,0,0,0,0,0,9.599999999999966,67285.5,0.019350380096751902,446.3999999999984,1302.0
6434,L53613,L,300.3,309.9,1570,34.0,31,0,0,0,0,0,0,9.599999999999966,53380.0,0.019745222929936305,326.39999999999884,1054.0
6435,M21294,M,300.3,309.9,1494,38.5,33,0,0,0,0,0,0,9.599999999999966,57519.0,0.02208835341365462,369.59999999999866,1270.5
6436,L53615,L,300.3,309.9,1621,34.1,36,0,0,0,0,0,0,9.599999999999966,55276.100000000006,0.022208513263417645,327.3599999999989,1227.6000000000001
6437,L53616,L,300.4,310.0,1769,26.1,38,0,0,0,0,0,0,9.600000000000023,46170.9,0.02148106274731487,250.5600000000006,991.8000000000001
6438,L53617,L,300.4,310.0,1282,66.1,40,0,0,0,0,0,0,9.600000000000023,84740.2,0.031201248049921998,634.5600000000014,2644.0
6439,L53618,L,300.4,310.0,1581,30.3,42,0,0,0,0,0,0,9.600000000000023,47904.3,0.026565464895635674,290.8800000000007,1272.6000000000001
6440,L53619,L,300.6,310.1,1656,32.7,44,0,0,0,0,0,0,9.5,54151.200000000004,0.026570048309178744,310.65000000000003,1438.8000000000002
6441,L53620,L,300.6,310.2,1648,31.7,46,0,0,0,0,0,0,9.599999999999966,52241.6,0.027912621359223302,304.3199999999989,1458.2
6442,L53621,L,300.7,310.2,1639,31.4,48,0,0,0,0,0,0,9.5,51464.6,0.02928615009151922,298.3,1507.2
6443,L53622,L,300.7,310.2,1348,54.8,50,0,0,0,0,0,0,9.5,73870.4,0.037091988130563795,520.6,2739.9999999999995
6444,L53623,L,300.8,310.3,1537,33.3,52,0,0,0,0,0,0,9.5,51182.1,0.03383214053350683,316.34999999999997,1731.6
6445,M21304,M,300.8,310.3,1270,61.0,54,0,0,0,0,0,0,9.5,77470.0,0.04251968503937008,579.5,3294.0
6446,L53625,L,300.7,310.3,1662,34.4,57,0,0,0,0,0,0,9.600000000000023,57172.799999999996,0.03429602888086643,330.24000000000075,1960.8
6447,M21306,M,300.7,310.3,1471,40.2,59,0,0,0,0,0,0,9.600000000000023,59134.200000000004,0.04010876954452753,385.9200000000009,2371.8
6448,L53627,L,300.6,310.1,1337,45.8,62,0,0,0,0,0,0,9.5,61234.6,0.04637247569184742,435.09999999999997,2839.6
6449,H35862,H,300.7,310.2,1877,24.8,64,0,0,0,0,0,0,9.5,46549.6,0.034096963239211506,235.6,1587.1999999999998
6450,L53629,L,300.6,310.2,1519,44.6,69,0,0,0,0,0,0,9.599999999999966,67747.40000000001,0.04542462146148782,428.1599999999985,3077.4
6451,L53630,L,300.6,310.2,1378,47.3,71,0,0,0,0,0,0,9.599999999999966,65179.399999999994,0.05152394775036284,454.07999999999834,3358.2999999999997
6452,L53631,L,300.7,310.2,1696,27.5,73,0,0,0,0,0,0,9.5,46640.0,0.04304245283018868,261.25,2007.4999999999998
6453,L53632,L,300.7,310.1,1376,50.8,75,0,0,0,0,0,0,9.400000000000034,69900.8,0.05450581395348837,477.5200000000017,3810.0
6454,L53633,L,300.7,310.2,1807,24.2,77,0,0,0,0,0,0,9.5,43729.4,0.04261206419479801,229.9,1863.4
6455,L53634,L,300.7,310.1,1598,32.8,79,0,0,0,0,0,0,9.400000000000034,52414.399999999994,0.04943679599499374,308.3200000000011,2591.1999999999994
6456,L53635,L,300.7,310.1,1565,40.2,81,0,0,0,0,0,0,9.400000000000034,62913.00000000001,0.05175718849840256,377.8800000000014,3256.2000000000007
6457,L53636,L,300.7,310.2,1387,50.6,83,0,0,0,0,0,0,9.5,70182.2,0.059841384282624366,480.7,4199.799999999999
6458,L53637,L,300.7,310.0,1395,48.0,85,0,0,0,0,0,0,9.300000000000011,66960.0,0.06093189964157706,446.40000000000055,4080.0
6459,M21318,M,300.6,310.0,1302,62.9,87,0,0,0,0,0,0,9.399999999999977,81895.8,0.06682027649769585,591.2599999999985,5472.3
6460,M21319,M,300.6,310.0,1397,55.2,90,0,0,0,0,0,0,9.399999999999977,77114.40000000001,0.06442376521116679,518.8799999999987,4968.000000000001
6461,L53640,L,300.6,310.0,1313,52.9,93,0,0,0,0,0,0,9.399999999999977,69457.7,0.07083015993907082,497.2599999999988,4919.7
6462,L53641,L,300.6,310.0,1505,35.9,95,0,0,0,0,0,0,9.399999999999977,54029.5,0.06312292358803986,337.4599999999992,3410.5
6463,H35876,H,300.6,310.0,1483,44.0,97,0,0,0,0,0,0,9.399999999999977,65252.0,0.06540795684423466,413.599999999999,4268.0
6464,H35877,H,300.5,310.0,1358,60.4,102,0,0,0,0,0,0,9.5,82023.2,0.07511045655375552,573.8,6160.799999999999
6465,M21324,M,300.5,309.9,1735,27.0,107,0,0,0,0,0,0,9.399999999999977,46845.0,0.061671469740634005,253.7999999999994,2889.0
6466,M21325,M,300.5,309.8,1416,48.5,110,0,0,0,0,0,0,9.300000000000011,68676.0,0.07768361581920905,451.0500000000005,5335.0
6467,L53646,L,300.4,309.7,1740,31.1,113,0,0,0,0,0,0,9.300000000000011,54114.0,0.06494252873563218,289.23000000000036,3514.2999999999997
6468,L53647,L,300.4,309.7,1692,27.4,115,0,0,0,0,0,0,9.300000000000011,46360.799999999996,0.06796690307328605,254.8200000000003,3150.9999999999995
6469,L53648,L,300.5,309.8,1507,42.5,117,0,0,0,0,0,0,9.300000000000011,64047.5,0.0776376907763769,395.25000000000045,4972.5
6470,M21329,M,300.4,309.6,1521,35.0,119,0,0,0,0,0,0,9.200000000000045,53235.0,0.0782380013149244,322.0000000000016,4165.0
6471,L53650,L,300.4,309.6,1379,54.5,122,0,0,0,0,0,0,9.200000000000045,75155.5,0.08846990572878898,501.4000000000025,6649.0
6472,L53651,L,300.4,309.6,1523,38.5,124,0,0,0,0,0,0,9.200000000000045,58635.5,0.08141825344714379,354.20000000000175,4774.0
6473,H35886,H,300.4,309.6,1571,33.6,126,0,0,0,0,0,0,9.200000000000045,52785.600000000006,0.08020369191597708,309.12000000000154,4233.6
6474,H35887,H,300.4,309.5,1547,50.7,131,0,0,0,0,0,0,9.100000000000023,78432.90000000001,0.08468002585649645,461.3700000000012,6641.700000000001
6475,M21334,M,300.5,309.7,1347,54.3,136,0,0,0,0,0,0,9.199999999999989,73142.09999999999,0.10096510764662213,499.5599999999994,7384.799999999999
6476,L53655,L,300.5,309.7,1560,30.2,139,0,0,0,0,0,0,9.199999999999989,47112.0,0.0891025641025641,277.83999999999963,4197.8
6477,L53656,L,300.5,309.7,1384,48.6,141,0,0,0,0,0,0,9.199999999999989,67262.40000000001,0.101878612716763,447.11999999999944,6852.6
6478,L53657,L,300.5,309.7,1841,24.6,143,0,0,0,0,0,0,9.199999999999989,45288.600000000006,0.07767517653449213,226.31999999999974,3517.8000000000006
6479,L53658,L,300.5,309.8,1663,29.1,145,1,0,0,0,0,0,9.300000000000011,48393.3,0.08719182200841852,270.63000000000034,4219.5
6480,L53659,L,300.6,309.8,1418,42.7,147,0,0,0,0,0,0,9.199999999999989,60548.600000000006,0.10366713681241185,392.8399999999995,6276.900000000001
6481,L53660,L,300.7,309.9,1775,26.6,149,0,0,0,0,0,0,9.199999999999989,47215.0,0.08394366197183098,244.71999999999971,3963.3999999999996
6482,L53661,L,300.7,309.8,1406,48.4,151,0,0,0,0,0,0,9.100000000000023,68050.4,0.1073968705547653,440.4400000000011,7308.4
6483,L53662,L,300.6,309.9,1480,43.7,153,0,0,0,0,0,0,9.299999999999955,64676.00000000001,0.10337837837837838,406.40999999999804,6686.1
6484,L53663,L,300.7,309.9,1412,45.3,155,0,0,0,0,0,0,9.199999999999989,63963.6,0.10977337110481586,416.7599999999995,7021.499999999999
6485,H35898,H,300.6,309.8,1913,22.5,157,0,0,0,0,0,0,9.199999999999989,43042.5,0.08207004704652378,206.99999999999974,3532.4999999999995
6486,L53665,L,300.6,309.8,1629,37.6,162,0,0,0,0,0,0,9.199999999999989,61250.4,0.09944751381215469,345.91999999999956,6091.2
6487,L53666,L,300.5,309.8,1939,21.4,164,0,0,0,0,0,0,9.300000000000011,41494.6,0.08457968024755029,199.02000000000024,3509.6000000000004
6488,H35901,H,300.6,309.8,1541,36.2,166,0,0,0,0,0,0,9.199999999999989,55784.200000000004,0.10772225827384815,333.0399999999996,6009.200000000001
6489,L53668,L,300.7,309.8,1330,54.4,171,0,0,0,0,0,0,9.100000000000023,72352.0,0.12857142857142856,495.0400000000012,9302.4
6490,M21349,M,300.7,309.8,1490,38.8,173,0,0,0,0,0,0,9.100000000000023,57811.99999999999,0.11610738255033556,353.08000000000084,6712.399999999999
6491,L53670,L,300.7,309.9,1383,44.5,176,0,0,0,0,0,0,9.199999999999989,61543.5,0.1272595806218366,409.3999999999995,7832.0
6492,L53671,L,300.8,310.0,1468,52.7,178,0,0,0,0,0,0,9.199999999999989,77363.6,0.12125340599455041,484.8399999999994,9380.6
6493,M21352,M,300.8,309.9,1444,46.0,180,0,0,0,0,0,0,9.099999999999966,66424.0,0.12465373961218837,418.59999999999843,8280.0
6494,L53673,L,300.7,309.8,1363,53.1,183,0,0,0,0,0,0,9.100000000000023,72375.3,0.13426265590608952,483.21000000000123,9717.300000000001
6495,L53674,L,300.6,309.7,1617,33.2,185,0,0,0,0,0,0,9.099999999999966,53684.4,0.11440940012368583,302.11999999999887,6142.0
6496,M21355,M,300.6,309.8,1694,31.1,187,0,0,0,0,0,0,9.199999999999989,52683.4,0.11038961038961038,286.11999999999966,5815.7
6497,L53676,L,300.7,309.9,1815,27.0,190,0,0,0,0,0,0,9.199999999999989,49005.0,0.1046831955922865,248.3999999999997,5130.0
6498,L53677,L,300.8,309.9,1312,65.3,192,1,0,0,0,1,0,9.099999999999966,85673.59999999999,0.14634146341463414,594.2299999999977,12537.599999999999
6499,H35912,H,300.8,309.9,2041,19.2,194,0,0,0,0,0,0,9.099999999999966,39187.2,0.0950514453699167,174.71999999999935,3724.7999999999997
6500,L53679,L,300.9,310.0,1671,26.8,199,0,0,0,0,0,0,9.100000000000023,44782.8,0.11909036505086774,243.88000000000062,5333.200000000001
6501,M21360,M,300.9,310.0,1416,46.6,201,0,0,0,0,0,0,9.100000000000023,65985.6,0.1419491525423729,424.0600000000011,9366.600000000002
6502,M21361,M,300.9,310.0,1600,36.0,204,0,0,0,0,0,0,9.100000000000023,57600.0,0.1275,327.6000000000008,7344.0
6503,L53682,L,300.9,310.0,2595,13.7,207,0,0,0,0,0,0,9.100000000000023,35551.5,0.07976878612716763,124.6700000000003,2835.9
6504,M21363,M,300.9,309.9,1465,42.9,209,0,0,0,0,0,0,9.0,62848.5,0.14266211604095563,386.09999999999997,8966.1
6505,M21364,M,301.0,310.1,1681,27.4,212,0,0,0,0,0,0,9.100000000000023,46059.399999999994,0.12611540749553837,249.3400000000006,5808.799999999999
6506,L53685,L,301.1,310.1,1457,39.6,215,0,0,0,0,0,0,9.0,57697.200000000004,0.14756348661633492,356.40000000000003,8514.0
6507,H35920,H,301.0,310.1,1454,44.1,217,0,0,0,0,0,0,9.100000000000023,64121.4,0.14924346629986246,401.310000000001,9569.7
6508,L53687,L,301.0,310.1,1558,32.6,0,0,0,0,0,0,0,9.100000000000023,50790.8,0.0,296.66000000000076,0.0
6509,H35922,H,301.0,310.1,1756,30.7,2,0,0,0,0,0,0,9.100000000000023,53909.2,0.0011389521640091116,279.3700000000007,61.39999999999999
6510,L53689,L,301.1,310.1,1564,36.8,7,0,0,0,0,0,0,9.0,57555.2,0.004475703324808184,331.2,257.59999999999997
6511,L53690,L,301.1,310.2,1455,55.3,9,0,0,0,0,0,0,9.099999999999966,80461.5,0.006185567010309278,503.2299999999981,497.7
6512,M21371,M,301.2,310.1,2280,15.7,11,0,0,0,0,0,0,8.900000000000034,35796.0,0.004824561403508772,139.73000000000053,172.70000000000002
6513,M21372,M,301.1,310.0,1433,48.1,14,0,0,0,0,0,0,8.899999999999977,68927.3,0.009769713886950453,428.0899999999989,673.4
6514,L53693,L,301.1,310.0,1513,38.0,17,0,0,0,0,0,0,8.899999999999977,57494.0,0.011235955056179775,338.19999999999914,646.0
6515,L53694,L,301.0,309.9,1507,41.8,19,0,0,0,0,0,0,8.899999999999977,62992.6,0.012607830126078301,372.019999999999,794.1999999999999
6516,L53695,L,301.0,310.0,1480,43.5,21,0,0,0,0,0,0,9.0,64380.0,0.01418918918918919,391.5,913.5
6517,H35930,H,301.1,310.0,1470,40.1,23,0,0,0,0,0,0,8.899999999999977,58947.0,0.015646258503401362,356.8899999999991,922.3000000000001
6518,L53697,L,301.1,310.1,1540,36.6,28,0,0,0,0,0,0,9.0,56364.0,0.01818181818181818,329.40000000000003,1024.8
6519,H35932,H,301.0,310.0,1212,67.9,30,0,0,0,0,0,0,9.0,82294.8,0.024752475247524754,611.1,2037.0000000000002
6520,L53699,L,301.1,310.1,1417,46.9,35,0,0,0,0,0,0,9.0,66457.3,0.024700070571630206,422.09999999999997,1641.5000000000002
6521,M21380,M,301.2,310.1,1666,34.9,37,0,0,0,0,0,0,8.900000000000034,58143.399999999994,0.02220888355342137,310.61000000000115,1291.3
6522,L53701,L,301.1,310.1,1666,27.2,40,0,0,0,0,0,0,9.0,45315.2,0.024009603841536616,244.79999999999998,1088.0
6523,L53702,L,301.1,310.1,1489,45.8,42,0,0,0,0,0,0,9.0,68196.2,0.028206850235057087,412.2,1923.6000000000001
6524,M21383,M,301.1,310.2,1850,27.7,44,0,0,0,0,0,0,9.099999999999966,51245.0,0.023783783783783784,252.06999999999906,1218.8
6525,L53704,L,301.1,310.4,1874,24.8,47,0,0,0,0,0,0,9.299999999999955,46475.200000000004,0.025080042689434364,230.63999999999888,1165.6000000000001
6526,L53705,L,301.1,310.4,1312,73.6,49,1,0,0,1,0,0,9.299999999999955,96563.2,0.037347560975609755,684.4799999999966,3606.3999999999996
6527,L53706,L,301.2,310.4,1515,38.4,51,0,0,0,0,0,0,9.199999999999989,58176.0,0.033663366336633666,353.2799999999996,1958.4
6528,L53707,L,301.2,310.4,1516,44.4,53,0,0,0,0,0,0,9.199999999999989,67310.4,0.03496042216358839,408.4799999999995,2353.2
6529,L53708,L,301.2,310.5,1546,40.0,55,0,0,0,0,0,0,9.300000000000011,61840.0,0.03557567917205692,372.00000000000045,2200.0
6530,L53709,L,301.3,310.6,1481,40.9,57,0,0,0,0,0,0,9.300000000000011,60572.9,0.03848750844024308,380.37000000000046,2331.3
6531,H35944,H,301.3,310.6,1605,32.5,59,0,0,0,0,0,0,9.300000000000011,52162.5,0.0367601246105919,302.25000000000034,1917.5
6532,H35945,H,301.2,310.7,1656,26.2,64,0,0,0,0,0,0,9.5,43387.2,0.03864734299516908,248.9,1676.7999999999997
6533,H35946,H,301.2,310.6,1352,52.0,69,0,0,0,0,0,0,9.400000000000034,70304.0,0.05103550295857988,488.8000000000018,3588.0
6534,L53713,L,301.3,310.7,1504,47.2,74,0,0,0,0,0,0,9.399999999999977,70988.8,0.04920212765957447,443.6799999999989,3492.8
6535,L53714,L,301.3,310.6,1436,44.2,76,0,0,0,0,0,0,9.300000000000011,63471.200000000004,0.052924791086350974,411.0600000000005,3359.2000000000003
6536,H35949,H,301.2,310.5,1505,43.6,78,0,0,0,0,0,0,9.300000000000011,65618.0,0.051827242524916946,405.48000000000053,3400.8
6537,L53716,L,301.3,310.5,1406,47.1,83,0,0,0,0,0,0,9.199999999999989,66222.6,0.05903271692745377,433.3199999999995,3909.3000000000006
6538,M21397,M,301.3,310.5,1481,39.7,85,0,0,0,0,0,0,9.199999999999989,58795.700000000004,0.05739365293720459,365.23999999999955,3374.5
6539,L53718,L,301.4,310.7,1487,44.6,88,0,0,0,0,0,0,9.300000000000011,66320.2,0.05917955615332885,414.78000000000054,3924.7999999999997
6540,L53719,L,301.4,310.7,1436,54.1,90,0,0,0,0,0,0,9.300000000000011,77687.6,0.06267409470752089,503.1300000000006,4869.0
6541,M21400,M,301.4,310.7,1368,63.7,92,1,0,0,1,0,0,9.300000000000011,87141.6,0.06725146198830409,592.4100000000008,5860.4
6542,L53721,L,301.4,310.7,1509,38.3,95,0,0,0,0,0,0,9.300000000000011,57794.7,0.06295559973492379,356.1900000000004,3638.4999999999995
6543,L53722,L,301.4,310.8,1543,36.9,97,0,0,0,0,0,0,9.400000000000034,56936.7,0.06286454957874271,346.86000000000126,3579.3
6544,L53723,L,301.4,310.8,1698,29.6,99,0,0,0,0,0,0,9.400000000000034,50260.8,0.05830388692579505,278.24000000000103,2930.4
6545,M21404,M,301.4,310.7,1470,46.5,101,0,0,0,0,0,0,9.300000000000011,68355.0,0.06870748299319727,432.4500000000005,4696.5
6546,M21405,M,301.4,310.8,1738,30.3,104,0,0,0,0,0,0,9.400000000000034,52661.4,0.05983889528193326,284.820000000001,3151.2000000000003
6547,M21406,M,301.4,310.8,1530,39.9,107,0,0,0,0,0,0,9.400000000000034,61047.0,0.06993464052287582,375.06000000000137,4269.3
6548,L53727,L,301.4,310.8,1740,29.2,110,0,0,0,0,0,0,9.400000000000034,50808.0,0.06321839080459771,274.480000000001,3212.0000000000005
6549,L53728,L,301.4,310.8,1770,24.1,112,0,0,0,0,0,0,9.400000000000034,42657.0,0.06327683615819209,226.54000000000084,2699.2
6550,H35963,H,301.3,310.6,1527,44.0,114,0,0,0,0,0,0,9.300000000000011,67188.0,0.07465618860510806,409.2000000000005,5016.0
6551,L53730,L,301.3,310.7,1516,46.0,119,0,0,0,0,0,0,9.399999999999977,69736.0,0.07849604221635884,432.39999999999895,5474.0
6552,L53731,L,301.4,310.7,1616,36.5,121,0,0,0,0,0,0,9.300000000000011,58984.0,0.07487623762376237,339.4500000000004,4416.5
6553,L53732,L,301.4,310.7,1786,26.1,123,0,0,0,0,0,0,9.300000000000011,46614.600000000006,0.06886898096304592,242.7300000000003,3210.3000000000006
6554,L53733,L,301.4,310.8,1389,52.7,125,0,0,0,0,0,0,9.400000000000034,73200.3,0.08999280057595392,495.3800000000018,6587.5
6555,M21414,M,301.4,310.7,1639,29.8,127,0,0,0,0,0,0,9.300000000000011,48842.200000000004,0.0774862721171446,277.1400000000003,3784.6
6556,H35969,H,301.5,310.7,1394,46.7,130,0,0,0,0,0,0,9.199999999999989,65099.8,0.09325681492109039,429.6399999999995,6071.000000000001
6557,L53736,L,301.5,310.7,1686,27.9,135,0,0,0,0,0,0,9.199999999999989,47039.399999999994,0.0800711743772242,256.67999999999967,3766.5
6558,M21417,M,301.5,310.6,1638,31.9,137,0,0,0,0,0,0,9.100000000000023,52252.2,0.08363858363858363,290.2900000000007,4370.299999999999
6559,M21418,M,301.5,310.6,1447,41.9,140,0,0,0,0,0,0,9.100000000000023,60629.299999999996,0.0967519004837595,381.29000000000093,5866.0
6560,H35973,H,301.5,310.6,1512,39.0,143,0,0,0,0,0,0,9.100000000000023,58968.0,0.09457671957671958,354.9000000000009,5577.0
6561,L53740,L,301.6,310.8,1961,21.8,148,0,0,0,0,0,0,9.199999999999989,42749.8,0.07547169811320754,200.55999999999975,3226.4
6562,L53741,L,301.5,310.7,1596,35.4,150,0,0,0,0,0,0,9.199999999999989,56498.399999999994,0.09398496240601503,325.6799999999996,5309.999999999999
6563,M21422,M,301.5,310.7,1871,21.3,152,0,0,0,0,0,0,9.199999999999989,39852.3,0.08123997862105825,195.95999999999975,3237.6
6564,L53743,L,301.5,310.7,1942,20.5,155,0,0,0,0,0,0,9.199999999999989,39811.0,0.07981462409886715,188.59999999999977,3177.5
